id,ReportType,CurrentStatus,Description,DateCreate_Converted,DateClosed_Converted,location,YEAR
"353,344",Vehicle,Closed,White ford truck parked and not moved for at least a week,5/22/17 16:05,5/23/17 8:20,"(21.582199, -158.13974)",2017
"353,090",Vehicle,Closed,Abandoned Vehicle Lic#GXD962 Plates expired Nov 2014. Parked for over 48 hours in front of my house.,5/22/17 8:25,5/22/17 14:04,"(21.4145268, -157.7522673)",2017
"353,076",Vehicle,Closed,Salt lake area,5/22/17 7:59,5/22/17 10:57,"(21.34802697, -157.91468401)",2017
"353,074",Vehicle,Closed,Salt lake area,5/22/17 7:55,5/22/17 10:57,"(21.34802686, -157.91467843)",2017
"352,846",Vehicle,Closed,Parked for 4 days and hasn't moved at all.,5/21/17 14:50,5/22/17 14:15,"(21.290664119, -157.798495339)",2017
"352,805",Vehicle,Closed,vehicle appears abandoned. Did not move for approximately two weeks.,5/21/17 11:03,5/22/17 14:25,"(21.390768291, -157.970333629)",2017
"352,625",Vehicle,Closed,Gray lexus does not move off street,5/20/17 17:32,5/22/17 11:36,"(21.360519, -157.853531)",2017
"352,264",Vehicle,Closed,Salt lake area,5/19/17 7:49,5/19/17 7:55,"(21.34798542, -157.91467609)",2017
"352,045",Vehicle,Closed,AV,5/18/17 16:27,5/19/17 7:53,"(21.490288, -158.229309)",2017
"351,883",Vehicle,Closed,Salt lake area,5/18/17 8:13,5/18/17 8:40,"(21.3458131, -157.9144975)",2017
"351,872",Vehicle,Closed,Salt lake area,5/18/17 7:38,5/18/17 7:58,"(21.347967, -157.914777)",2017
"351,867",Vehicle,Closed,Sslt lake area,5/18/17 7:35,5/18/17 8:15,"(21.3478788, -157.914777)",2017
"351,735",Vehicle,Closed,Bin sitting in its spot for 3mnth,5/17/17 21:51,5/18/17 8:12,"(21.388425049, -157.927859373)",2017
"351,733",Vehicle,Closed,AV,5/17/17 19:21,5/18/17 9:14,"(21.422132, -158.176788)",2017
"351,565",Vehicle,Closed,Ford Ranger pickup truck,5/17/17 9:58,5/17/17 10:50,"(21.3435014, -158.0871373)",2017
"351,489",Vehicle,Closed,Salt lake area,5/17/17 7:57,5/17/17 9:00,"(21.3479781, -157.9147243)",2017
"351,488",Vehicle,Closed,Salt lake area,5/17/17 7:55,5/17/17 8:59,"(21.34799964, -157.91467678)",2017
"351,324",Vehicle,Closed,White four door station wagon,5/16/17 19:28,5/17/17 8:32,"(21.396006, -157.938293)",2017
"350,852",Vehicle,Closed,3 days Abandoned here,5/15/17 12:04,5/15/17 12:33,"(21.3323601, -157.8820591)",2017
"350,718",Vehicle,Referred To Dept,Salt lake area,5/15/17 7:58,,"(21.347967, -157.914777)",2017
"350,524",Vehicle,Closed,Maroon Toyota,5/14/17 18:52,5/15/17 12:21,"(21.396107, -157.941635)",2017
"350,518",Vehicle,Closed,Abandoned / burned car at Nimitz Beach,5/14/17 18:19,5/15/17 12:14,"(21.299767, -158.066666)",2017
"350,493",Vehicle,Closed,Beige Ford Explorer and white Ford pickup abandoned,5/14/17 16:03,5/15/17 11:47,"(21.479818, -158.226257)",2017
"350,433",Vehicle,Closed,Abandon truck,5/14/17 11:47,5/15/17 11:30,"(21.666924, -158.048187)",2017
"350,432",Vehicle,Closed,Abandon truck,5/14/17 11:47,5/15/17 11:24,"(21.666924, -158.048187)",2017
"350,374",Vehicle,Closed,Abandoned truck with garbage,5/14/17 7:06,5/15/17 10:48,"(21.646118, -158.05809)",2017
"350,331",Vehicle,Closed,Missing plates. Missing doors,5/13/17 20:13,5/15/17 10:28,"(21.312744, -158.003479)",2017
"350,330",Vehicle,Closed,Unknown vehicle. No windows or trunk,5/13/17 20:11,5/15/17 10:07,"(21.312782, -158.003632)",2017
"350,329",Vehicle,Closed,Honda with no hood and engine exposed,5/13/17 20:09,5/15/17 9:16,"(21.312576, -158.004669)",2017
"350,298",Vehicle,Referred To Dept,Abandoned bicycle,5/13/17 14:55,,"(21.26346876, -157.82143493)",2017
"350,211",Vehicle,Closed,Please remove,5/13/17 7:37,5/15/17 8:39,"(21.289124, -157.837845)",2017
"350,209",Vehicle,Closed,Abandoned car,5/13/17 7:34,5/15/17 8:26,"(21.289124, -157.837845)",2017
"349,631",Vehicle,Closed,No back window,5/11/17 7:26,5/11/17 8:35,"(21.289124, -157.837845)",2017
"349,465",Vehicle,Closed,"White van, no license plates. Drivers window down.",5/10/17 20:50,5/11/17 8:24,"(21.460274, -158.201462)",2017
"349,064",Vehicle,Closed,Reported before. Not moved. No license plate Message on windshield is someone looking to buy for parts.,5/9/17 18:43,5/10/17 8:26,"(21.289175, -157.828918)",2017
"348,979",Vehicle,Closed,Has not moved for over a month,5/9/17 13:56,5/9/17 15:11,"(21.30608, -157.851456)",2017
"348,977",Vehicle,Closed,Has not moved for over 3 weeks,5/9/17 13:53,5/9/17 15:11,"(21.306053, -157.851471)",2017
"348,899",Vehicle,Closed,It's been there for 2 weeks it's hard to back out of the drive way cannot see plus the bus has a hard time coming down,5/9/17 10:46,5/9/17 11:32,"(21.350159, -157.918289)",2017
"348,638",Vehicle,Closed,Sitting for several months.,5/8/17 23:52,5/9/17 9:07,"(21.405067, -157.967606)",2017
"348,636",Vehicle,Closed,BMW hasn't moved in two weeks.,5/8/17 19:29,5/9/17 8:36,"(21.27664, -157.803787)",2017
"348,403",Vehicle,Closed,Black volvo 4 door license plate SYD 399 is still parked on this street,5/8/17 7:51,5/8/17 14:36,"(21.34797342, -157.91469016)",2017
"347,987",Vehicle,Closed,Abandoned. No plates. Sitting 2 yrsrs,5/6/17 17:25,5/8/17 10:40,"(21.367980368, -157.894822245)",2017
"347,980",Vehicle,Closed,Abandoned. 1 year. Flat tires.,5/6/17 17:08,5/8/17 10:34,"(21.368067802, -157.89460083)",2017
"347,945",Vehicle,Closed,Abandoned Junked car. Please tow immediately. It interferes with landowner' mandated lawn maintenance. Car hasn't moved for months. Abandoned vehicle notice has bee on windshield for 2 weeks.,5/6/17 12:18,5/8/17 10:01,"(21.282724, -157.79274)",2017
"347,538",Vehicle,Closed,Toyota Camry 4 door. White,5/4/17 18:40,5/5/17 8:39,"(21.39289959, -157.96370089)",2017
"347,103",Vehicle,Closed,Chevy aveo,5/3/17 16:10,5/3/17 16:23,"(21.452072, -158.022797)",2017
"346,709",Vehicle,Closed,"Parked on side road across from beach. No plates, hood missing, towable.",5/2/17 15:45,5/3/17 9:57,"(21.32803362, -157.68902829)",2017
"346,686",Vehicle,Closed,Parked here for 2 weeks now w/ expired inspection,5/2/17 14:41,5/3/17 8:44,"(21.313788107, -158.017451702)",2017
"346,297",Vehicle,Closed,Not moved,5/1/17 21:16,5/2/17 8:51,"(21.288107, -157.819443)",2017
"346,277",Vehicle,Closed,Element,5/1/17 17:54,5/2/17 11:13,"(21.451874, -158.022964)",2017
"346,272",Vehicle,Closed,Rav-4,5/1/17 17:52,5/2/17 11:12,"(21.451889, -158.023071)",2017
"346,270",Vehicle,Closed,Camry- exp registration,5/1/17 17:49,5/2/17 11:12,"(21.451912, -158.023224)",2017
"346,269",Vehicle,Closed,Expired registration,5/1/17 17:48,5/2/17 11:11,"(21.452011, -158.023056)",2017
"346,267",Vehicle,Closed,Abandoned truck. Broken locks- probably stolen,5/1/17 17:46,5/2/17 10:11,"(21.45224, -158.02298)",2017
"346,266",Vehicle,Closed,Abandoned vehicle. Expired safety,5/1/17 17:43,5/2/17 9:49,"(21.452522, -158.022324)",2017
"346,264",Vehicle,Closed,Abandoned Kia Rio. Expired safety and registration,5/1/17 17:34,5/2/17 9:19,"(21.452225, -158.022629)",2017
"346,255",Vehicle,Closed,Silver Acura,5/1/17 16:29,5/2/17 8:51,"(21.4051484, -158.1630101)",2017
"346,127",Vehicle,Closed,Old brown pickup. See photo.,5/1/17 10:44,5/1/17 11:52,"(21.277466, -157.803253)",2017
"346,030",Vehicle,Closed,"Parked wrong way , flat tires, smashed windshield.1st reported to you in 11/16! Several follow up calls! Somebody do your job please! HPD has tagged & marked it several times. Get your contractor to tow it!",5/1/17 7:36,2/27/18 14:42,"(21.645828, -158.063065)",2017
"345,835",Vehicle,Closed,Please advise me if there is a reason why this hasn't been towed for about 5 months.,4/30/17 17:48,5/1/17 9:36,"(21.396095, -157.941818)",2017
"345,681",Vehicle,Closed,"Vehicle hasn't been moved in several weeks. Safety check and registration sticker missing, ignition punched out.",4/29/17 14:55,5/1/17 8:44,"(21.40920826, -157.99723781)",2017
"345,632",Vehicle,Closed,Not moved,4/29/17 9:28,5/1/17 9:36,"(21.288092, -157.819473)",2017
"345,615",Vehicle,Closed,Black Dodge pick-up 4e4,4/29/17 8:40,5/1/17 9:09,"(21.353336324, -158.024782842)",2017
"345,514",Vehicle,Closed,GMC YUKON XL,4/28/17 14:59,5/1/17 8:44,"(21.347855, -158.029099)",2017
"345,298",Vehicle,Closed,Grey,4/27/17 18:45,4/28/17 9:45,"(21.292456, -157.819763)",2017
"345,270",Vehicle,Closed,Navy blue van,4/27/17 15:40,4/27/17 16:09,"(21.34453, -157.862366)",2017
"345,148",Vehicle,Closed,Abbandon car,4/27/17 8:48,4/27/17 11:33,"(21.392387, -158.003143)",2017
"344,969",Vehicle,Closed,Reported this to the police over a month ago. Reported it again when I saw the vehicle being vandalized in broad daylight this week. I have no idea what the vehicle types listed here are.,4/26/17 21:03,4/27/17 11:18,"(21.309952, -157.843307)",2017
"344,777",Vehicle,Closed,Been parked here for a month now,4/26/17 8:06,4/26/17 8:19,"(21.30443, -157.840225)",2017
"344,774",Vehicle,Closed,Been here over a month,4/26/17 8:01,4/26/17 9:13,"(21.30439, -157.840286)",2017
"344,773",Vehicle,Closed,"Salt lake. Frequent parker, leaves car for days.",4/26/17 7:59,4/26/17 8:17,"(21.3479293, -157.9148235)",2017
"344,768",Vehicle,Closed,Salt lake area. Tires have been marked still no yellow paper,4/26/17 7:48,4/26/17 8:16,"(21.34807248, -157.91445767)",2017
"344,752",Vehicle,Closed,Salt lake area. Reported it yesterday. Tires are marked but still no yellow paper?,4/26/17 7:28,4/26/17 8:16,"(21.34791253, -157.91461646)",2017
"344,415",Vehicle,Closed,Salt Lake area,4/25/17 7:30,4/25/17 9:29,"(21.34795779, -157.91471237)",2017
"344,414",Vehicle,Closed,Salt Lake area,4/25/17 7:28,4/25/17 9:15,"(21.34795779, -157.91471237)",2017
"344,413",Vehicle,Closed,Salt Lake area,4/25/17 7:25,4/25/17 9:01,"(21.34795776, -157.91471242)",2017
"344,226",Vehicle,Closed,Beige 4-door PT Cruiser with expired registration (02/17) has been abandoned in same spot across 1615 Alapai Street for 3 weeks.,4/24/17 15:22,4/25/17 8:47,"(21.309265, -157.848892)",2017
"344,220",Vehicle,Closed,The moped has been at the site for over a week. Parked next to the bus stop on Kapiolani in front of the Ala Wai community park club house by McCully st.,4/24/17 15:04,2/27/18 14:25,"(21.289225, -157.831696)",2017
"344,135",Vehicle,Closed,Parked illegally with registration and safety expired. Vehicle has been reported prior and citations given but still hasn't moved.,4/24/17 10:31,4/24/17 11:41,"(21.320143, -158.017166)",2017
"343,554",Vehicle,Closed,Grey Honda civic,4/22/17 11:38,4/24/17 10:04,"(21.281769, -157.791473)",2017
"343,545",Vehicle,Closed,Car Left Abandon In Residential Area For Over 6 Months,4/22/17 10:59,4/24/17 9:59,"(21.376675, -157.9328)",2017
"343,516",Vehicle,Closed,"AV vehicle. No tires, windows. White Toyota Camry 4DSD.",4/22/17 8:31,4/24/17 14:54,"(21.537659, -157.840683)",2017
"343,395",Vehicle,Closed,Car is parked just past construction sign,4/21/17 13:56,4/21/17 14:31,"(21.327637, -157.8668069)",2017
"343,349",Vehicle,Closed,Has been parked at the same spot (public street) for over a month now and never been seen move.,4/21/17 10:15,4/21/17 10:38,"(21.354790461, -158.027986046)",2017
"343,299",Vehicle,Closed,"Vehicle has been stalled on the same spot since April 16, 2017",4/21/17 8:23,4/21/17 8:37,"(21.354854492, -158.027988786)",2017
"343,296",Vehicle,Closed,Toyota Navy Blue car with a crashed boot has been stalled in the same place/ public street for over a month now.,4/21/17 8:15,4/21/17 8:37,"(21.354868511, -158.027916903)",2017
"343,115",Vehicle,Closed,Vehicle has not moved in quite awhile,4/20/17 15:15,4/20/17 16:00,"(21.411423, -157.769669)",2017
"343,096",Vehicle,Closed,Fadded red Dodge Neon,4/20/17 13:29,4/20/17 13:52,"(21.309202, -157.818283)",2017
"343,073",Vehicle,Closed,Reporting again,4/20/17 11:57,4/20/17 12:14,"(21.288437, -157.820236)",2017
"342,999",Vehicle,Closed,Black GMC pickup up truck been parked in same place 1 week,4/20/17 8:35,4/20/17 10:40,"(21.3759897, -158.0213938)",2017
"342,997",Vehicle,Closed,Black GMC pickup up truck been parked in same place 1 week,4/20/17 8:33,4/20/17 9:05,"(21.3759897, -158.0213938)",2017
"342,953",Vehicle,Closed,Maroon Chevy Suburban with front grille guard black,4/20/17 7:03,4/20/17 9:51,"(21.437836, -157.828217)",2017
"342,781",Vehicle,Closed,Blur Chrysler,4/19/17 16:56,4/20/17 8:21,"(21.37646407, -158.02249521)",2017
"342,722",Vehicle,Closed,4 door Toyota Camry purplish/maroon color,4/19/17 13:25,4/19/17 13:45,"(21.40345, -157.998459)",2017
"342,719",Vehicle,Closed,Silver toyota forerunner. Abandon for months.,4/19/17 13:23,4/19/17 14:39,"(21.333221835, -158.063017959)",2017
"342,672",Vehicle,Closed,Parked for months,4/19/17 10:56,4/19/17 11:22,"(21.379339, -157.918289)",2017
"342,342",Vehicle,Closed,The two mopeds has been there for months,4/18/17 13:08,2/27/18 14:22,"(21.286066, -157.813889)",2017
"342,268",Vehicle,Closed,"Car parked for (9) days in same place. License #KEM (custom)Brand - Audi 4-door Mini SUV. Also postman requested us to move because obstructing mailbox, so difficult to deliver. But this is not ours or anyone we know's vehicle.",4/18/17 10:06,4/18/17 14:04,"(21.315552, -157.797791)",2017
"342,214",Vehicle,Closed,"Green 4 door Lexus sedan, front driver side on tire jack. Same spot for over 2 weeks, HPD marked tires and has citations on windshield.HI plate SXC 728 Across the street from Ohana Grocery. Mahalo",4/18/17 8:24,4/18/17 10:45,"(21.322199, -157.866409)",2017
"342,209",Vehicle,Closed,Gold van parked in same spot over 2 week; HI plate JFU 415,4/18/17 8:13,4/19/17 10:48,"(21.326771, -157.862732)",2017
"342,086",Vehicle,Closed,"Hasn't moved because the homeless is living in the Van. Can't see the van make, the van cover is blocking it.",4/18/17 3:58,4/18/17 9:47,"(21.288368, -157.818375)",2017
"342,011",Vehicle,Closed,Silver Honda with California license plate parked on street for weeks,4/17/17 17:23,4/18/17 9:26,"(21.308128, -157.844955)",2017
"342,007",Vehicle,Closed,"Been sitting here for about a month no front bumper. At corner on lime and paani, makai ewa corner.",4/17/17 17:15,4/18/17 9:14,"(21.289495, -157.829849)",2017
"341,974",Vehicle,Closed,Unknown owner and not moved in 7 days,4/17/17 15:08,4/18/17 9:06,"(21.399292, -157.749313)",2017
"341,972",Vehicle,Closed,Parked and not moved over 10 days,4/17/17 15:05,4/18/17 8:26,"(21.398651, -157.749176)",2017
"341,843",Vehicle,Closed,Parked for several weeks in the same location.,4/17/17 9:20,4/17/17 14:04,"(21.307983, -157.843246)",2017
"341,630",Vehicle,Closed,"Toyota Camry XLE, fair condition",4/16/17 14:14,4/17/17 13:46,"(21.282799, -157.792984)",2017
"341,627",Vehicle,Closed,"Older model Integra, poor condition",4/16/17 14:02,4/17/17 13:48,"(21.282799, -157.792984)",2017
"341,616",Vehicle,Closed,abandoned vehicle,4/16/17 12:58,4/17/17 12:20,"(21.363424, -158.078217)",2017
"341,511",Vehicle,Closed,Tan Honda van parked without moving for two weeks. Looks like tags are current.,4/15/17 18:17,4/17/17 13:59,"(21.320885, -157.857895)",2017
"341,400",Vehicle,Closed,Never moved in the past month.,4/15/17 6:15,4/17/17 11:54,"(21.347115, -157.860626)",2017
"341,341",Vehicle,Closed,Abandoned vehicle,4/14/17 17:35,4/17/17 11:13,"(21.502462401, -158.002677184)",2017
"341,313",Vehicle,Closed,Truck parked for months with expired registration in 2010. Please tow,4/14/17 14:14,4/17/17 10:44,"(21.296143, -157.805466)",2017
"341,312",Vehicle,Closed,Boat parked on street for months. Please remove,4/14/17 14:10,2/27/18 14:19,"(21.29612, -157.804962)",2017
"341,311",Vehicle,Closed,Tow truck with expired registration 2011. Parked in location for weeks. Please tow,4/14/17 14:07,4/17/17 10:55,"(21.296143, -157.805466)",2017
"341,302",Vehicle,Closed,Two abandoned vehicles,4/14/17 13:41,4/17/17 10:34,"(21.429031, -158.176727)",2017
"341,289",Vehicle,Closed,VW Jetta 18T,4/14/17 12:46,4/17/17 10:29,"(21.357117, -158.026581)",2017
"341,128",Vehicle,Closed,White 4 dr. Sedan,4/14/17 5:57,4/17/17 10:18,"(21.409302, -157.997253)",2017
"340,972",Vehicle,Closed,Dirty white truck with bird poop all over!,4/13/17 13:17,4/13/17 14:10,"(21.31438386, -158.01811955)",2017
"340,966",Vehicle,Closed,This truck had been here for 2+ months. One flat tire on passenger front side.,4/13/17 13:02,4/13/17 14:05,"(21.314316183, -158.018174455)",2017
"340,631",Vehicle,Closed,Vehicle has been parked on the street for months without being moved. It poses a hazard to other motorists because it blocks the view of incoming vehicles around the turn.,4/12/17 23:28,4/13/17 10:18,"(21.331564, -158.023209)",2017
"340,630",Vehicle,Closed,Has been parked here for over 2 months,4/12/17 22:15,4/13/17 8:58,"(21.306053, -157.85144)",2017
"340,597",Vehicle,Closed,Second report of same vehicle. This derelict vehicle has been sitting here for weeks if not months.,4/12/17 15:45,4/13/17 10:06,"(21.396112, -157.941727)",2017
"340,588",Vehicle,Closed,Not moved in a month or longer,4/12/17 15:04,4/13/17 9:05,"(21.288439, -157.82019)",2017
"340,394",Vehicle,Closed,"Parked on the street over a month.91-1220 Kaiopua Street, Ewa Beach 96706",4/12/17 7:44,4/12/17 11:59,"(21.314268, -158.019028)",2017
"340,393",Vehicle,Closed,"Parked on the street over a month.91-1220 Kaiopua Street, Ewa Beach 96706",4/12/17 7:44,4/13/17 15:43,"(21.314268, -158.019028)",2017
"340,252",Vehicle,Closed,Expired safety. Been here for over a week. This week plates gone.,4/11/17 17:07,4/12/17 11:18,"(21.289261, -157.829086)",2017
"340,231",Vehicle,Closed,Dodge/Ram/4dr/Black (Lic No. RCU9729 - Georgia Plates) No driver window. Plastic bag in place of window. Tool box in bed of truck.,4/11/17 15:15,4/12/17 10:08,"(21.353143838, -158.024809859)",2017
"339,912",Vehicle,Closed,Sentra?,4/10/17 19:39,4/12/17 8:43,"(21.33066, -157.859039)",2017
"339,852",Vehicle,Closed,"Blue and white parts, broken mirrors etc.",4/10/17 13:34,4/11/17 12:36,"(21.41917, -157.807175)",2017
"339,837",Vehicle,Closed,Vehicle parked in city 5 ft easement for a month no movement .,,,,1899
"339,835",Vehicle,Closed,Silver Honda Accord parked in city 5 ft easement for a month no movement .,,,,1899
"339,795",Vehicle,Closed,4dr Gray Honda Accord,4/10/17 11:09,4/11/17 12:21,"(21.3491, -157.859772)",2017
"339,514",Vehicle,Closed,Please tow it!!!!!!,4/9/17 20:09,4/11/17 11:35,"(21.396078, -157.941742)",2017
"339,213",Vehicle,Closed,Car parked for more than 2 weeks,4/8/17 14:26,4/11/17 7:58,"(21.377119, -157.92276)",2017
"339,104",Vehicle,Closed,It's a red mini,4/8/17 7:04,4/19/17 11:08,"(21.294159, -157.822372)",2017
"338,850",Vehicle,Closed,Been here 2 weeks,4/7/17 8:10,4/13/17 10:18,"(21.305237, -157.840469)",2017
"338,842",Vehicle,Closed,Red mini parked over a month on the street,4/7/17 7:46,4/13/17 10:17,"(21.29454, -157.822464)",2017
"338,835",Vehicle,Closed,Grey VW left for one week now. Expired registration,4/7/17 7:37,4/13/17 10:17,"(21.320221, -157.857025)",2017
"338,644",Vehicle,Closed,"Blue & white. Seems to be a sister car to one towed earlier this week. There were TWO of them for a couple of days, both abandoned.",4/6/17 16:00,4/13/17 10:08,"(21.422585, -157.802475)",2017
"338,194",Vehicle,Closed,Abandoned,4/5/17 14:33,4/13/17 10:08,"(21.645638, -158.046143)",2017
"337,732",Vehicle,Closed,Not moved,4/4/17 14:52,4/13/17 9:59,"(21.288103, -157.81958)",2017
"337,658",Vehicle,Closed,"Dark grey 4-door sedan, has not been moved in over a month!",4/4/17 10:59,4/13/17 9:59,"(21.31424, -158.019043)",2017
"337,653",Vehicle,Closed,Vehicle has not been moved inover a month!,4/4/17 10:52,4/13/17 9:55,"(21.314268, -158.019028)",2017
"337,491",Vehicle,Closed,Phil-Ex Cargo business van,4/4/17 6:41,4/13/17 9:54,"(21.3763785, -158.0227655)",2017
"337,287",Vehicle,Closed,Possibly Crash ?,4/3/17 15:07,4/13/17 9:53,"(21.421185, -157.998291)",2017
"337,282",Vehicle,Closed,Blue Ford truck NRF 735Brown Dodge Ram truck BH221Both vehicles have been parked abandoned for months. Abandoned vehicle papers have been left on the windshield of the Blue Ford before but they get taken off & vehicle never moves.,4/3/17 14:43,4/13/17 9:53,"(21.514566, -158.026474)",2017
"337,211",Vehicle,Closed,Car has not moved in over a month,4/3/17 11:00,4/13/17 9:53,"(21.313873, -158.025558)",2017
"337,094",Vehicle,Closed,Been here 2 weeks,4/3/17 8:02,4/13/17 9:52,"(21.304962, -157.84082)",2017
"336,659",Vehicle,Closed,Didn't move for over 6+ weeks.,4/1/17 21:30,4/13/17 9:42,"(21.314268, -158.018234)",2017
"336,658",Vehicle,Closed,Truck covered with bird dropping.,4/1/17 21:24,4/13/17 9:42,"(21.314232, -158.018234)",2017
"336,656",Vehicle,Closed,"Toyota Corolla, parking same spot for several weeks",4/1/17 21:11,4/13/17 9:42,"(21.265123, -157.815018)",2017
"336,655",Vehicle,Closed,Has not been moved for several months,4/1/17 21:07,4/13/17 9:42,"(21.264982, -157.815125)",2017
"336,654",Vehicle,Closed,"I am having Parker over two years, garbage cans are deliberately left on street to block license plate that is also exp.",4/1/17 21:03,4/13/17 9:42,"(21.265018, -157.815094)",2017
"336,550",Vehicle,Closed,"White Nissan Sentra, front end totaled.",4/1/17 9:58,4/13/17 9:12,"(21.403542, -158.00441)",2017
"336,473",Vehicle,Closed,There three vehicles have no license plates or VIN numbers. The van is located on the Mauka side of Farrington Hwy. The other two vehicles are in the dirt parking area past the beach park. When you enter there vehicles are the right side next to other,3/31/17 20:17,4/13/17 9:12,"(21.424057, -157.959473)",2017
"336,472",Vehicle,Closed,"Enter the dirt parking area which is past the beach park, vehicle located on the right side next to other abandoned vehicles",3/31/17 20:07,4/13/17 9:12,"(21.424093, -157.959381)",2017
"336,471",Vehicle,Closed,"Enter the dirt parking lot which is past the beach park, vehicle is on the right next to other abandoned cars.",3/31/17 20:02,4/13/17 9:12,"(21.42408, -157.959366)",2017
"336,468",Vehicle,Closed,"Enter the dirt parking area which is past the beach park, the vehicle is on the right hand side with other abandoned vehicles.",3/31/17 19:56,4/13/17 9:11,"(21.424133, -157.959152)",2017
"336,444",Vehicle,Closed,"Abandoned Vehicle, not move over 2 weeks",3/31/17 15:57,4/13/17 9:09,"(21.330557, -157.856766)",2017
"336,299",Vehicle,Closed,NO license plates or registration stickers! Please tow away!!,3/31/17 9:21,4/13/17 9:08,"(21.352743, -158.087418)",2017
"335,855",Vehicle,Closed,No movement since parked 03-20-17.,3/30/17 7:06,3/30/17 13:55,"(21.3192365, -158.0207288)",2017
"335,733",Vehicle,Closed,Motorbike is covered and has been parked in the same spot for many weeks. May be stolen or abandoned,3/29/17 23:08,2/27/18 14:11,"(21.306047, -157.851471)",2017
"335,732",Vehicle,Closed,Silver toyota truck,3/29/17 23:04,3/30/17 10:47,"(21.306061, -157.851318)",2017
"335,731",Vehicle,Closed,Silver toyota truck,3/29/17 23:02,3/30/17 10:20,"(21.306047, -157.851364)",2017
"335,710",Vehicle,Closed,Parked in front of house for over three days without moving.,3/29/17 18:18,3/30/17 8:23,"(21.331039, -157.856522)",2017
"335,561",Vehicle,Closed,Abandoned vehicle. Been parked here for over 2 months.,3/29/17 9:41,3/30/17 10:48,"(21.383876643, -157.947671131)",2017
"335,143",Vehicle,Closed,White van with NO PLATES OR REGISTRATION. On Makakilo Drive just past Watercolors as you go up the hill. Please tow away!!!,3/28/17 9:33,3/28/17 15:42,"(21.352571, -158.087494)",2017
"334,892",Vehicle,Closed,White doors & trunklid.,3/27/17 17:24,3/28/17 15:37,"(21.422394, -157.803329)",2017
"334,676",Vehicle,Referred To Dept,2002 Blue Nissan Pathfinder.. To is Sigia Taumata.. Attempts made to contact but unable to contact.. No answer on calls...,3/27/17 8:53,,"(21.37284802, -157.99984627)",2017
"334,038",Vehicle,Closed,Check if licensed. Abandoned,3/24/17 13:50,2/27/18 14:04,"(21.319031, -157.86705)",2017
"334,035",Vehicle,Closed,Unlicensed abandoned used as drug haven.,3/24/17 13:46,2/27/18 14:04,"(21.319031, -157.86705)",2017
"334,032",Vehicle,Closed,Unlicensed on City owned lot. Drug haven,3/24/17 13:42,2/27/18 14:04,"(21.319008, -157.86705)",2017
"334,029",Vehicle,Closed,Abandon car -over time limit,3/24/17 13:39,2/27/18 14:04,"(21.319, -157.867035)",2017
"333,996",Vehicle,Closed,Faded red color,3/24/17 12:14,3/28/17 13:52,"(21.476954, -157.984283)",2017
"333,941",Vehicle,Closed,Expired tags. Been there for more than 2 months,3/24/17 9:31,4/18/17 15:08,"(21.3409545, -157.8767825)",2017
"333,897",Vehicle,Closed,Car parked since Dec. 28 2016,3/24/17 8:10,3/24/17 8:28,"(21.391996183, -158.011115375)",2017
"333,890",Vehicle,Closed,Commercial van parked over 5 days since Sunday. 19th of March expired plate no safety check,3/24/17 8:02,3/24/17 8:25,"(21.39182412, -158.01129283)",2017
"333,560",Vehicle,Closed,Been here for 8 days now,3/23/17 7:28,3/23/17 10:21,"(21.304649, -157.840866)",2017
"333,407",Vehicle,Closed,Car needs to be ticketed and towed car is on public street,3/22/17 17:53,4/13/17 15:34,"(21.436983, -157.825211)",2017
"333,390",Vehicle,Closed,Parked with tickets for months,3/22/17 15:49,3/23/17 12:37,"(21.285812, -157.827209)",2017
"333,384",Vehicle,Closed,Parked with tickets for months,3/22/17 15:45,3/23/17 12:31,"(21.285255, -157.82663)",2017
"333,226",Vehicle,Closed,White Ford Van,3/22/17 10:30,3/23/17 12:16,"(21.281815, -157.750854)",2017
"332,966",Vehicle,Closed,Neighbors say this car with2 flat tires has been sitting here for a few days.,3/21/17 13:40,3/22/17 9:53,"(21.347961, -157.86264)",2017
"332,955",Vehicle,Closed,Abandoned havent moved in 5 days,3/21/17 12:47,3/22/17 9:43,"(21.3345062, -157.8647097)",2017
"332,599",Vehicle,Closed,Abandoned,3/20/17 12:34,3/22/17 8:26,"(21.319115, -157.867157)",2017
"332,598",Vehicle,Closed,Abandoned on City parking kot,3/20/17 12:31,3/22/17 8:24,"(21.319084, -157.867126)",2017
"332,572",Vehicle,Closed,Older Yukon parked close to driveway,3/20/17 11:43,3/22/17 8:19,"(21.405128, -158.031891)",2017
"332,570",Vehicle,Closed,Older Toyota parked next to fire hydrant,3/20/17 11:39,3/22/17 8:00,"(21.405945, -158.03183)",2017
"332,118",Vehicle,Closed,Abandoned vehicle,3/19/17 8:27,3/21/17 15:59,"(21.395065, -157.8004)",2017
"331,856",Vehicle,Closed,Abandoned vehicle,3/17/17 15:07,3/21/17 15:54,"(21.417007, -157.792786)",2017
"331,840",Vehicle,Closed,White in color with a black hood. Missing front license plate. Had not moved for over 30 days.,3/17/17 13:09,3/21/17 15:50,"(21.34304, -157.727432)",2017
"331,825",Vehicle,Closed,Abandoned vehicle with expired registration and safety inspection. Parked illegally,3/17/17 12:23,3/21/17 15:40,"(21.320168, -158.017181)",2017
